"Table 379-0030 Gross domestic product (GDP) at basic prices, by North American Industry Classification System (NAICS), provinces and territories, annual (dollars x 1,000,000)(1,2,60,63,64)"
Survey or program details:
Gross Domestic Product by Industry - Provincial and Territorial (Annual) - 1303
Geography,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta,Alberta
Value,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars,Chained (2007) dollars
North American Industry Classification System (NAICS),Goods-producing industries (4) [T002] ,Service-producing industries (5) [T003] ,Industrial production (6) [T010] ,Non-durable manufacturing industries (7) [T011] ,Durable manufacturing industries (8) [T012] ,Information and communication technology sector (9) [T013] ,"Information and communication technology, manufacturing (10) [T014] ","Information and communication technology, services (11) [T015] ",Energy sector (12) [T016] ,"Agriculture, forestry, fishing and hunting [11] ",Crop and animal production (13) [11A] ,Crop production [111] ,"Greenhouse, nursery and floriculture production [1114] ","Crop production (except greenhouse, nursery and floriculture production) (14) [111A] ",Animal production [112] ,Aquaculture (62) [1125] ,"Animal production (excluding aquaculture) (61,62) [112A] ",Forestry and logging [113] ,"Fishing, hunting and trapping [114] ",Support activities for agriculture and forestry [115] ,Support activities for forestry [1153] ,Support activities for crop and animal production (15) [115A] ,"Mining, quarrying, and oil and gas extraction [21] ",Oil and gas extraction [211] ,Conventional oil and gas extraction [211113] ,Non-conventional oil extraction [211114] ,Mining and quarrying (except oil and gas) [212] ,Coal mining [2121] ,Metal ore mining [2122] ,Iron ore mining [21221] ,Gold and silver ore mining [21222] ,"Copper, nickel, lead and zinc ore mining [21223] ",Other metal ore mining [21229] ,Non-metallic mineral mining and quarrying [2123] ,Stone mining and quarrying [21231] ,"Sand, gravel, clay, and ceramic and refractory minerals mining and quarrying [21232] ",Diamond mining [212392] ,Potash mining [212396] ,Other non-metallic mineral mining and quarrying (except diamond and potash) (16) [21239A] ,Support activities for mining and oil and gas extraction [213] ,Support activities for oil and gas extraction (17) [21311A] ,Support activities for mining (18) [21311B] ,Utilities [22] ,"Electric power generation, transmission and distribution [2211] ","Natural gas distribution, water, sewage and other systems (19) [221A] ",Natural gas distribution [2212] ,"Water, sewage and other systems [2213] ",Construction [23] ,Residential building construction (20) [23A] ,Non-residential building construction (20) [23B] ,Engineering construction (20) [23C] ,Transportation engineering construction (20) [23C1] ,Oil and gas engineering construction (20) [23C2] ,Electric power engineering construction (20) [23C3] ,Communication engineering construction (20) [23C4] ,Other engineering construction (20) [23C5] ,Repair construction (20) [23D] ,Other activities of the construction industry (20) [23E] ,Manufacturing [31-33] ,Food manufacturing [311] ,Animal food manufacturing [3111] ,Sugar and confectionery product manufacturing [3113] ,Fruit and vegetable preserving and specialty food manufacturing [3114] ,Dairy product manufacturing [3115] ,Meat product manufacturing [3116] ,Seafood product preparation and packaging [3117] ,Miscellaneous food manufacturing (21) [311A] ,Grain and oilseed milling [3112] ,Bakeries and tortilla manufacturing [3118] ,Other food manufacturing [3119] ,Beverage and tobacco product manufacturing [312] ,Soft drink and ice manufacturing [31211] ,Breweries [31212] ,Wineries and distilleries (22) [3121A] ,Tobacco manufacturing [3122] ,Textile and textile product mills (23) [31A] ,Clothing and leather and allied product manufacturing (24) [31B] ,Wood product manufacturing [321] ,Sawmills and wood preservation [3211] ,"Veneer, plywood and engineered wood product manufacturing [3212] ",Other wood product manufacturing [3219] ,Paper manufacturing [322] ,"Pulp, paper and paperboard mills [3221] ",Converted paper product manufacturing [3222] ,Printing and related support activities [323] ,Petroleum and coal product manufacturing [324] ,Petroleum refineries [32411] ,Petroleum and coal product manufacturing (except petroleum refineries) (25) [3241A] ,Chemical manufacturing [325] ,Basic chemical manufacturing [3251] ,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing [3252] ","Pesticide, fertilizer and other agricultural chemical manufacturing [3253] ",Pharmaceutical and medicine manufacturing [3254] ,Miscellaneous chemical product manufacturing (26) [325A] ,"Paint, coating and adhesive manufacturing [3255] ","Soap, cleaning compound and toilet preparation manufacturing [3256] ",Other chemical product manufacturing [3259] ,Plastics and rubber products manufacturing [326] ,Plastic product manufacturing [3261] ,Rubber product manufacturing [3262] ,Non-metallic mineral product manufacturing [327] ,Cement and concrete product manufacturing [3273] ,Non-metallic mineral product manufacturing (except cement and concrete products) (27) [327A] ,Primary metal manufacturing [331] ,Iron and steel mills and ferro-alloy manufacturing [3311] ,Steel product manufacturing from purchased steel [3312] ,Alumina and aluminum production and processing [3313] ,Non-ferrous metal (except aluminum) production and processing [3314] ,Foundries [3315] ,Fabricated metal product manufacturing [332] ,Forging and stamping [3321] ,Architectural and structural metals manufacturing [3323] ,"Boiler, tank and shipping container manufacturing [3324] ",Hardware manufacturing [3325] ,Spring and wire product manufacturing [3326] ,"Machine shops, turned product, and screw, nut and bolt manufacturing [3327] ","Coating, engraving, heat treating and allied activities [3328] ","Cutlery, hand tools and other fabricated metal product manufacturing (28) [332A] ",Machinery manufacturing [333] ,"Agricultural, construction and mining machinery manufacturing [3331] ","Industrial, commercial and service industry machinery manufacturing (29) [333A] ",Industrial machinery manufacturing [3332] ,Commercial and service industry machinery manufacturing [3333] ,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing [3334] ",Metalworking machinery manufacturing [3335] ,"Engine, turbine and power transmission equipment manufacturing [3336] ",Other general-purpose machinery manufacturing [3339] ,Computer and electronic product manufacturing [334] ,Computer and peripheral equipment manufacturing [3341] ,Communications equipment manufacturing [3342] ,Semiconductor and other electronic component manufacturing [3344] ,Other electronic product manufacturing (30) [334A] ,"Electrical equipment, appliance and component manufacturing [335] ",Electric lighting equipment manufacturing [3351] ,Household appliance manufacturing [3352] ,Electrical equipment manufacturing [3353] ,Other electrical equipment and component manufacturing [3359] ,Transportation equipment manufacturing [336] ,Motor vehicle manufacturing [3361] ,Automobile and light-duty motor vehicle manufacturing [33611] ,Heavy-duty truck manufacturing [33612] ,Motor vehicle body and trailer manufacturing [3362] ,Motor vehicle parts manufacturing [3363] ,Motor vehicle gasoline engine and engine parts manufacturing [33631] ,Motor vehicle electrical and electronic equipment manufacturing [33632] ,Motor vehicle steering and suspension components (except spring) manufacturing [33633] ,Motor vehicle brake system manufacturing [33634] ,Motor vehicle transmission and power train parts manufacturing [33635] ,Motor vehicle seating and interior trim manufacturing [33636] ,Motor vehicle metal stamping [33637] ,Other motor vehicle parts manufacturing [33639] ,Aerospace product and parts manufacturing [3364] ,Railroad rolling stock manufacturing [3365] ,Ship and boat building [3366] ,Other transportation equipment manufacturing [3369] ,Furniture and related product manufacturing [337] ,Household and institutional furniture and kitchen cabinet manufacturing [3371] ,Office furniture (including fixtures) manufacturing [3372] ,Other furniture-related product manufacturing [3379] ,Miscellaneous manufacturing [339] ,Medical equipment and supplies manufacturing [3391] ,Other miscellaneous manufacturing [3399] ,Wholesale trade [41] ,Farm product wholesaler-distributors [411] ,Petroleum product wholesaler-distributors [412] ,"Food, beverage and tobacco wholesaler-distributors [413] ",Personal and household goods wholesaler-distributors [414] ,Motor vehicle and parts wholesaler-distributors [415] ,Building material and supplies wholesaler-distributors [416] ,"Machinery, equipment and supplies wholesaler-distributors [417] ",Miscellaneous wholesaler-distributors [418] ,"Wholesale electronic markets, and agents and brokers [419] ",Retail trade [44-45] ,Motor vehicle and parts dealers [441] ,Furniture and home furnishings stores [442] ,Electronics and appliance stores [443] ,Building material and garden equipment and supplies dealers [444] ,Food and beverage stores [445] ,Health and personal care stores [446] ,Gasoline stations [447] ,Clothing and clothing accessories stores [448] ,"Sporting goods, hobby, book and music stores [451] ",General merchandise stores [452] ,Miscellaneous store retailers [453] ,Non-store retailers [454] ,Transportation and warehousing [48-49] ,Air transportation [481] ,Rail transportation [482] ,Water transportation [483] ,Truck transportation [484] ,"Transit, ground passenger and scenic and sightseeing transportation (31) [48Z] ",Urban transit systems [4851] ,Taxi and limousine service [4853] ,Other transit and ground passenger transportation and scenic and sightseeing transportation (32) [48A] ,Support activities for transportation [488] ,Pipeline transportation [486] ,Pipeline transportation of natural gas [4862] ,Crude oil and other pipeline transportation (33) [486A] ,"Postal service, couriers and messengers (34) [49A] ",Postal service [491] ,Couriers and messengers [492] ,Warehousing and storage [493] ,Information and cultural industries [51] ,Publishing industries (except internet) [511] ,Newspaper publishers [51111] ,"Periodical, book and directory publishers (35) [5111A] ",Software publishers [5112] ,Motion picture and sound recording industries [512] ,Motion picture and video exhibition [51213] ,Motion picture and video industries (except exhibition) (36) [5121A] ,Sound recording industries [5122] ,Broadcasting (except internet) [515] ,Radio and television broadcasting [5151] ,Pay and specialty television [5152] ,Telecommunications [517] ,"Data processing, hosting, and related services [518] ",Other information services [519] ,Finance and insurance [52] ,Depository credit intermediation and monetary authorities (37) [52B] ,Monetary authorities - central bank [521] ,Local credit unions [52213] ,Banking and other depository credit intermediation (38) [5221A] ,Non-depository credit intermediation [5222] ,Activities related to credit intermediation [5223] ,Insurance carriers and related activities [524] ,Insurance carriers [5241] ,"Agencies, brokerages and other insurance related activities [5242] ","Financial investment services, funds and other financial vehicles (39) [52A] ",Real estate and rental and leasing [53] ,Real estate [531] ,Lessors of real estate (40) [5311] ,Owner-occupied dwellings (41) [5311A] ,Offices of real estate agents and brokers and activities related to real estate (42) [531A] ,Rental and leasing services [532] ,Automotive equipment rental and leasing [5321] ,Rental and leasing services (except automotive equipment) (43) [532A] ,Lessors of non-financial intangible assets (except copyrighted works) [533] ,"Professional, scientific and technical services [54] ","Legal, accounting and related services (44) [541A] ",Legal services [5411] ,"Accounting, tax preparation, bookkeeping and payroll services [5412] ","Architectural, engineering and related services [5413] ","Other professional, scientific and technical services including scientific research and development (45) [541B] ",Specialized design services [5414] ,"Management, scientific and technical consulting services [5416] ",Scientific research and development services [5417] ,"Other professional, scientific and technical services [5419] ",Computer systems design and related services [5415] ,"Advertising, public relations, and related services [5418] ",Management of companies and enterprises [55] ,"Administrative and support, waste management and remediation services [56] ",Administrative and support services [561] ,Office administrative services [5611] ,Employment services [5613] ,Business support services [5614] ,Travel arrangement and reservation services [5615] ,Investigation and security services [5616] ,Services to buildings and dwellings [5617] ,Facilities and other support services (46) [561A] ,Waste management and remediation services [562] ,Educational services [61] ,Universities [6113] ,Educational services (except universities) (47) [611B] ,Elementary and secondary schools [6111] ,Community colleges and C.E.G.E.P.s [6112] ,Other educational services (48) [611A] ,Health care and social assistance [62] ,Health care (49) [62X] ,Ambulatory health care services [621] ,Offices of physicians [6211] ,Offices of dentists [6212] ,Miscellaneous ambulatory health care services (50) [621A] ,Hospitals [622] ,Nursing and residential care facilities [623] ,Social assistance [624] ,"Arts, entertainment and recreation [71] ","Performing arts, spectator sports and related industries, and heritage institutions (51) [71A] ","Amusement, gambling and recreation industries [713] ",Gambling industries [7132] ,Amusement and recreation industries (52) [713A] ,Accommodation and food services [72] ,Accommodation services [721] ,Traveller accommodation [7211] ,"RV (recreational vehicle) parks, recreational camps, and rooming and boarding houses (53) [721A] ",Food services and drinking places [722] ,Other services (except public administration) [81] ,Repair and maintenance [811] ,Automotive repair and maintenance [8111] ,Repair and maintenance (except automotive) (54) [811A] ,Personal services and private households (55) [81A] ,Personal and laundry services [812] ,Funeral services [8122] ,Dry cleaning and laundry services [8123] ,Personal care services and other personal services (56) [812A] ,Private households [814] ,"Religious, grant-making, civic, and professional and similar organizations [813] ",Religious organizations [8131] ,"Grant-making, civic, and professional and similar organizations (57) [813A] ",Public administration [91] ,Federal government public administration [911] ,Defence services [9111] ,Federal government public administration (except defence) (58) [911A] ,Provincial and territorial public administration [912] ,"Local, municipal, regional and aboriginal public administration (59) [91A] ","Local, municipal and regional public administration [913] ",Aboriginal public administration [914] 
1997,96241.9,77625.8,83483.5,7383.4,6185.2,3999.7,463.6,3101.0,74143.5,2444.4,2059.3,1873.3,72.0,1825.3,397.0,0.0,394.3,204.0,5.1,164.1,90.2,..,68425.9,63484.7,..,..,738.3,674.0,0.6,0.0,0.6,0.0,0.0,156.3,1.5,114.5,0.0,0.0,..,4206.8,..,..,3454.3,2471.2,948.0,804.4,177.0,11845.1,3088.7,1496.0,..,220.8,5167.6,349.0,128.1,263.8,1035.2,99.6,13595.4,1534.5,72.0,27.5,42.3,236.6,801.0,1.7,404.5,117.4,128.5,156.5,426.3,98.7,240.5,..,4.0,34.1,..,719.3,359.6,184.7,163.8,479.1,361.4,122.1,338.6,1915.6,1811.6,..,2027.1,1239.4,173.9,934.3,33.3,134.5,11.3,40.0,92.1,394.5,349.8,45.3,625.8,413.8,212.7,1050.4,45.9,706.7,15.3,255.7,35.7,1228.0,41.1,346.8,285.0,0.3,99.9,169.8,121.4,..,1220.3,498.2,..,48.5,11.1,98.0,21.1,37.4,547.0,962.1,3.6,1013.3,21.7,..,80.3,1.8,0.8,53.4,9.1,276.3,3.7,4.4,1.2,139.5,41.9,7.7,0.0,0.0,0.1,0.0,1.3,0.0,27.5,67.8,4.5,1.1,4.0,396.9,140.5,175.3,72.2,228.2,118.4,106.1,6944.5,..,..,..,..,..,..,..,..,..,4963.7,..,..,..,..,..,..,..,..,..,..,..,..,6493.0,407.8,704.6,4.8,1783.7,..,251.6,116.8,..,521.3,2016.1,1269.2,730.4,415.8,259.1,158.5,187.3,3244.0,568.1,..,..,107.0,122.0,53.9,56.6,6.9,..,355.2,0.0,2026.6,..,149.1,5533.5,2827.3,1.6,90.8,2734.9,..,..,..,890.5,509.2,765.5,13824.6,..,3218.4,8506.3,902.6,..,266.2,721.6,..,6123.9,1518.3,..,..,2327.3,1756.6,..,..,..,..,593.8,132.7,1279.6,2745.7,2616.4,..,..,..,208.9,297.3,613.4,..,176.8,5599.3,1489.5,4098.0,3277.3,604.7,221.6,7091.7,..,..,987.9,719.8,1366.1,2492.5,938.9,613.7,1013.6,..,..,111.6,366.7,3528.0,..,1330.6,125.4,2104.8,2430.7,1063.0,560.6,526.0,757.2,..,54.2,109.9,395.1,177.6,577.5,188.0,391.6,6691.2,2121.4,856.7,1264.2,1828.6,..,2384.5,..
1998,99284.4,82145.1,84181.8,7443.6,6395.9,4704.7,513.8,3696.3,74046.6,2604.3,2219.9,2045.2,47.8,2020.2,414.4,0.0,411.5,187.2,6.5,177.0,94.8,..,67996.8,63006.3,..,..,921.1,762.4,0.6,0.0,0.6,0.0,0.0,241.6,0.0,181.1,0.0,0.0,..,4044.9,..,..,3520.1,2500.8,986.1,835.2,185.0,13301.0,4017.2,1979.5,..,281.8,4817.2,502.7,154.2,282.8,1382.6,97.5,13913.5,1616.1,98.8,25.5,32.7,287.6,764.1,1.1,434.6,139.6,119.1,173.2,475.5,151.8,230.3,..,3.8,24.6,..,798.1,431.2,183.8,160.3,439.5,314.8,150.7,340.5,1907.6,1747.4,..,2074.5,1267.4,184.9,967.3,33.3,116.7,14.9,55.0,66.4,355.2,305.7,49.8,638.4,408.3,230.9,788.8,40.5,402.3,19.6,226.1,41.4,1280.5,12.5,385.7,342.4,0.4,63.6,155.2,142.1,..,1234.9,514.2,..,36.4,24.8,100.9,22.7,22.2,554.2,1051.3,1.4,1070.2,34.2,..,101.0,1.6,0.8,58.1,33.2,294.6,1.6,0.0,1.6,173.9,29.4,5.1,0.1,0.0,0.1,0.0,1.9,0.0,18.6,69.8,4.2,0.9,14.0,451.4,170.2,201.8,70.4,245.4,120.0,123.1,7098.2,..,..,..,..,..,..,..,..,..,5483.6,..,..,..,..,..,..,..,..,..,..,..,..,6809.5,419.5,721.6,6.6,1940.0,..,260.8,91.0,..,534.5,2061.0,1311.8,722.9,454.7,267.6,188.5,197.2,3677.1,695.2,..,..,186.4,133.7,59.2,58.9,8.8,..,337.9,0.0,2314.9,..,137.1,5675.5,2988.1,1.5,103.1,2884.0,..,..,..,852.2,523.9,798.0,14772.9,..,3439.0,9034.6,965.2,..,286.9,820.8,..,6887.3,1708.4,..,..,2699.5,1603.3,..,..,..,..,809.5,135.7,1441.3,2918.4,2794.3,..,..,..,214.1,198.2,658.1,..,179.0,5873.3,1463.1,4388.8,3421.9,692.2,270.2,7183.2,..,..,989.8,715.4,1375.9,2598.0,948.1,589.6,977.6,..,..,145.8,352.2,3732.7,..,1377.2,131.2,2259.7,2524.0,1125.3,594.9,555.5,789.4,..,52.9,119.4,424.3,177.3,583.9,197.5,388.7,6852.9,2078.8,828.2,1249.6,1900.9,..,2514.8,..
